id,text,language
12402,I am so tired of this nonsense.,en
12403,Das war unglaublich!,de
12404,This is terrible...,en
12405,این بهترین روز من بود,fa
12406,مقبول لكنه ليس الأفضل,ar
12407,مقبول لكنه ليس الأفضل,ar
12408,این بهترین روز من بود,fa
12409,خوب بود اما می‌توانست بهتر باشد,fa
12410,خوب بود اما می‌توانست بهتر باشد,fa
12411,बहुत ही अच्छा प्रदर्शन!,hi
12412,What a beautiful day!,en
12413,خوب بود اما می‌توانست بهتر باشد,fa
12414,Das war unglaublich!,de
12415,Absolutely fantastic experience!,en
12416,Das war unglaublich!,de
12417,Ich bin enttäuscht.,de
12418,I love this!,en
12419,Could be better.,en
12420,यह ठीक था।,hi
12421,Worst day ever.,en
12422,यह ठीक था।,hi
12423,This is terrible...,en
12424,बहुत ही अच्छा प्रदर्शन!,hi
12425,لا يعجبني هذا,ar
12426,This is terrible...,en
12427,What a beautiful day!,en
12428,This is terrible...,en
12429,این بهترین روز من بود,fa
12430,خوب بود اما می‌توانست بهتر باشد,fa
12431,I love this!,en
12432,من خیلی ناراحتم,fa
12433,لا يعجبني هذا,ar
12434,لا يعجبني هذا,ar
12435,I love this!,en
12436,बहुत ही अच्छा प्रदर्शन!,hi
12437,I love this!,en
12438,यह ठीक था।,hi
12439,यह ठीक था।,hi
12440,Absolutely fantastic experience!,en
12441,Das war unglaublich!,de
12442,I am so tired of this nonsense.,en
12443,لا يعجبني هذا,ar
12444,مقبول لكنه ليس الأفضل,ar
12445,यह ठीक था।,hi
12446,Could be better.,en
12447,यह ठीक था।,hi
12448,यह ठीक था।,hi
12449,Absolutely fantastic experience!,en
12450,I am so tired of this nonsense.,en
12451,यह ठीक था।,hi
12452,बहुत ही अच्छा प्रदर्शन!,hi
12453,What a beautiful day!,en
12454,این بهترین روز من بود,fa
12455,"Nicht schlecht, aber nicht gut.",de
12456,This is terrible...,en
12457,This is terrible...,en
12458,"Nicht schlecht, aber nicht gut.",de
12459,"Nicht schlecht, aber nicht gut.",de
12460,لا يعجبني هذا,ar
12461,Ich bin enttäuscht.,de
12462,Worst day ever.,en
12463,I am so tired of this nonsense.,en
12464,این بهترین روز من بود,fa
12465,मैं इससे खुश नहीं हूँ।,hi
12466,خوب بود اما می‌توانست بهتر باشد,fa
12467,مقبول لكنه ليس الأفضل,ar
12468,Ich bin enttäuscht.,de
12469,I am so tired of this nonsense.,en
12470,यह ठीक था।,hi
12471,Das war unglaublich!,de
12472,این بهترین روز من بود,fa
12473,Absolutely fantastic experience!,en
12474,I love this!,en
12475,این بهترین روز من بود,fa
12476,"Nicht schlecht, aber nicht gut.",de
12477,مقبول لكنه ليس الأفضل,ar
12478,यह ठीक था।,hi
12479,مقبول لكنه ليس الأفضل,ar
12480,I love this!,en
12481,Could be better.,en
12482,اليوم كان رائعًا,ar
12483,Das war unglaublich!,de
12484,यह ठीक था।,hi
12485,لا يعجبني هذا,ar
12486,मैं इससे खुश नहीं हूँ।,hi
12487,यह ठीक था।,hi
12488,من خیلی ناراحتم,fa
12489,لا يعجبني هذا,ar
12490,لا يعجبني هذا,ar
12491,बहुत ही अच्छा प्रदर्शन!,hi
12492,Could be better.,en
12493,I am so tired of this nonsense.,en
12494,"Nicht schlecht, aber nicht gut.",de
12495,Ich bin enttäuscht.,de
12496,This is terrible...,en
12497,What a beautiful day!,en
12498,Das war unglaublich!,de
12499,यह ठीक था।,hi
12500,Ich bin enttäuscht.,de
12501,I am so tired of this nonsense.,en
12502,Could be better.,en
12503,I am so tired of this nonsense.,en
12504,Could be better.,en
12505,Worst day ever.,en
12506,من خیلی ناراحتم,fa
12507,Could be better.,en
12508,مقبول لكنه ليس الأفضل,ar
12509,لا يعجبني هذا,ar
12510,Could be better.,en
12511,Absolutely fantastic experience!,en
12512,मैं इससे खुश नहीं हूँ।,hi
12513,لا يعجبني هذا,ar
12514,Das war unglaublich!,de
12515,Das war unglaublich!,de
12516,Ich bin enttäuscht.,de
12517,मैं इससे खुश नहीं हूँ।,hi
12518,خوب بود اما می‌توانست بهتر باشد,fa
12519,"Nicht schlecht, aber nicht gut.",de
12520,यह ठीक था।,hi
12521,मैं इससे खुश नहीं हूँ।,hi
12522,اليوم كان رائعًا,ar
12523,I am so tired of this nonsense.,en
12524,I am so tired of this nonsense.,en
12525,Das war unglaublich!,de
12526,I am so tired of this nonsense.,en
12527,این بهترین روز من بود,fa
12528,من خیلی ناراحتم,fa
12529,Worst day ever.,en
12530,من خیلی ناراحتم,fa
12531,Ich bin enttäuscht.,de
12532,این بهترین روز من بود,fa
12533,मैं इससे खुश नहीं हूँ।,hi
12534,من خیلی ناراحتم,fa
12535,What a beautiful day!,en
12536,این بهترین روز من بود,fa
12537,I love this!,en
12538,बहुत ही अच्छा प्रदर्शन!,hi
12539,اليوم كان رائعًا,ar
12540,What a beautiful day!,en
12541,I love this!,en
12542,"Nicht schlecht, aber nicht gut.",de
12543,बहुत ही अच्छा प्रदर्शन!,hi
12544,Could be better.,en
12545,मैं इससे खुश नहीं हूँ।,hi
12546,What a beautiful day!,en
12547,What a beautiful day!,en
12548,Could be better.,en
12549,Worst day ever.,en
12550,Absolutely fantastic experience!,en
12551,यह ठीक था।,hi
12552,मैं इससे खुश नहीं हूँ।,hi
12553,خوب بود اما می‌توانست بهتر باشد,fa
12554,اليوم كان رائعًا,ar
12555,Worst day ever.,en
12556,I am so tired of this nonsense.,en
12557,मैं इससे खुश नहीं हूँ।,hi
12558,मैं इससे खुश नहीं हूँ।,hi
12559,Das war unglaublich!,de
12560,Could be better.,en
12561,Could be better.,en
12562,This is terrible...,en
12563,What a beautiful day!,en
12564,Could be better.,en
12565,خوب بود اما می‌توانست بهتر باشد,fa
12566,Absolutely fantastic experience!,en
12567,What a beautiful day!,en
12568,What a beautiful day!,en
12569,I am so tired of this nonsense.,en
12570,Could be better.,en
12571,Das war unglaublich!,de
12572,Das war unglaublich!,de
12573,اليوم كان رائعًا,ar
12574,Das war unglaublich!,de
12575,Absolutely fantastic experience!,en
12576,What a beautiful day!,en
12577,اليوم كان رائعًا,ar
12578,Absolutely fantastic experience!,en
12579,"Nicht schlecht, aber nicht gut.",de
12580,این بهترین روز من بود,fa
12581,این بهترین روز من بود,fa
12582,Worst day ever.,en
12583,Could be better.,en
12584,خوب بود اما می‌توانست بهتر باشد,fa
12585,Could be better.,en
12586,Ich bin enttäuscht.,de
12587,این بهترین روز من بود,fa
12588,Das war unglaublich!,de
12589,این بهترین روز من بود,fa
12590,Absolutely fantastic experience!,en
12591,यह ठीक था।,hi
12592,اليوم كان رائعًا,ar
12593,Absolutely fantastic experience!,en
12594,Absolutely fantastic experience!,en
12595,Could be better.,en
12596,این بهترین روز من بود,fa
12597,I love this!,en
12598,यह ठीक था।,hi
12599,बहुत ही अच्छा प्रदर्शन!,hi
12600,لا يعجبني هذا,ar
12601,Ich bin enttäuscht.,de
12602,"Nicht schlecht, aber nicht gut.",de
12603,Ich bin enttäuscht.,de
12604,Could be better.,en
12605,Absolutely fantastic experience!,en
12606,I am so tired of this nonsense.,en
12607,यह ठीक था।,hi
12608,I love this!,en
12609,I am so tired of this nonsense.,en
12610,This is terrible...,en
12611,Ich bin enttäuscht.,de
12612,यह ठीक था।,hi
12613,I am so tired of this nonsense.,en
12614,This is terrible...,en
12615,बहुत ही अच्छा प्रदर्शन!,hi
12616,I love this!,en
12617,Das war unglaublich!,de
12618,لا يعجبني هذا,ar
12619,Could be better.,en
12620,यह ठीक था।,hi
12621,बहुत ही अच्छा प्रदर्शन!,hi
12622,Absolutely fantastic experience!,en
12623,"Nicht schlecht, aber nicht gut.",de
12624,बहुत ही अच्छा प्रदर्शन!,hi
12625,Could be better.,en
12626,मैं इससे खुश नहीं हूँ।,hi
12627,What a beautiful day!,en
12628,बहुत ही अच्छा प्रदर्शन!,hi
12629,Absolutely fantastic experience!,en
12630,من خیلی ناراحتم,fa
12631,Ich bin enttäuscht.,de
12632,This is terrible...,en
12633,اليوم كان رائعًا,ar
12634,Could be better.,en
12635,This is terrible...,en
12636,Das war unglaublich!,de
12637,बहुत ही अच्छा प्रदर्शन!,hi
12638,Das war unglaublich!,de
12639,این بهترین روز من بود,fa
12640,لا يعجبني هذا,ar
12641,What a beautiful day!,en
12642,خوب بود اما می‌توانست بهتر باشد,fa
12643,मैं इससे खुश नहीं हूँ।,hi
12644,لا يعجبني هذا,ar
12645,This is terrible...,en
12646,Absolutely fantastic experience!,en
12647,बहुत ही अच्छा प्रदर्शन!,hi
12648,Absolutely fantastic experience!,en
12649,I am so tired of this nonsense.,en
12650,What a beautiful day!,en
12651,Ich bin enttäuscht.,de
12652,Could be better.,en
12653,This is terrible...,en
12654,What a beautiful day!,en
12655,I am so tired of this nonsense.,en
12656,Worst day ever.,en
12657,Ich bin enttäuscht.,de
12658,Could be better.,en
12659,यह ठीक था।,hi
12660,यह ठीक था।,hi
12661,Could be better.,en
12662,لا يعجبني هذا,ar
12663,من خیلی ناراحتم,fa
12664,مقبول لكنه ليس الأفضل,ar
12665,यह ठीक था।,hi
12666,لا يعجبني هذا,ar
12667,این بهترین روز من بود,fa
12668,बहुत ही अच्छा प्रदर्शन!,hi
12669,Worst day ever.,en
12670,I am so tired of this nonsense.,en
12671,خوب بود اما می‌توانست بهتر باشد,fa
12672,Worst day ever.,en
12673,این بهترین روز من بود,fa
12674,Worst day ever.,en
12675,Could be better.,en
12676,Could be better.,en
12677,Das war unglaublich!,de
12678,I am so tired of this nonsense.,en
12679,این بهترین روز من بود,fa
12680,من خیلی ناراحتم,fa
12681,मैं इससे खुश नहीं हूँ।,hi
12682,यह ठीक था।,hi
12683,This is terrible...,en
12684,خوب بود اما می‌توانست بهتر باشد,fa
12685,اليوم كان رائعًا,ar
12686,من خیلی ناراحتم,fa
12687,What a beautiful day!,en
12688,I am so tired of this nonsense.,en
12689,मैं इससे खुश नहीं हूँ।,hi
12690,Could be better.,en
12691,Das war unglaublich!,de
12692,I am so tired of this nonsense.,en
12693,خوب بود اما می‌توانست بهتر باشد,fa
12694,Worst day ever.,en
12695,I love this!,en
12696,"Nicht schlecht, aber nicht gut.",de
12697,यह ठीक था।,hi
12698,مقبول لكنه ليس الأفضل,ar
12699,Could be better.,en
12700,"Nicht schlecht, aber nicht gut.",de
12701,Das war unglaublich!,de
12702,यह ठीक था।,hi
12703,من خیلی ناراحتم,fa
12704,I love this!,en
12705,من خیلی ناراحتم,fa
12706,من خیلی ناراحتم,fa
12707,Ich bin enttäuscht.,de
12708,"Nicht schlecht, aber nicht gut.",de
12709,خوب بود اما می‌توانست بهتر باشد,fa
12710,این بهترین روز من بود,fa
12711,I love this!,en
12712,Could be better.,en
12713,لا يعجبني هذا,ar
12714,This is terrible...,en
12715,این بهترین روز من بود,fa
12716,Absolutely fantastic experience!,en
12717,I am so tired of this nonsense.,en
12718,मैं इससे खुश नहीं हूँ।,hi
12719,This is terrible...,en
12720,"Nicht schlecht, aber nicht gut.",de
12721,Das war unglaublich!,de
12722,اليوم كان رائعًا,ar
12723,Absolutely fantastic experience!,en
12724,Ich bin enttäuscht.,de
12725,I am so tired of this nonsense.,en
12726,Could be better.,en
12727,Absolutely fantastic experience!,en
12728,What a beautiful day!,en
12729,I am so tired of this nonsense.,en
12730,This is terrible...,en
12731,मैं इससे खुश नहीं हूँ।,hi
12732,"Nicht schlecht, aber nicht gut.",de
12733,Worst day ever.,en
12734,Das war unglaublich!,de
12735,Could be better.,en
12736,Absolutely fantastic experience!,en
12737,اليوم كان رائعًا,ar
